City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
dogondoutchi,13.6393,4.0287,73.58,19,35,8.84,NE,1614476617
aquidauana,-20.4711,-55.7872,75.97,79,0,5.97,BR,1614476400
qostanay,53.1667,63.5833,15.8,92,90,6.71,KZ,1614476618
maputo,-25.9653,32.5892,72.0,83,40,8.05,MZ,1614476618
waipawa,-41.4122,175.5153,75.2,57,75,10.36,NZ,1614476457
sola,-13.8833,167.55,82.08,79,100,13.47,VU,1614476450
tak,16.5833,98.8333,69.8,64,0,6.91,TH,1614476619
yumen,40.2833,97.2,23.16,59,100,14.65,CN,1614476448
labranzagrande,5.5622,-72.575,69.55,68,90,0.89,CO,1614476619
laminusa,5.5549,120.9136,82.38,72,96,2.93,PH,1614476619
black river,18.0264,-77.8487,78.8,73,20,11.5,JM,1614476620
mayo,38.8876,-76.5119,45.0,100,1,5.08,US,1614476402
yei,4.095,30.6779,67.19,45,0,1.86,SS,1614476404
paamiut,61.994,-49.6678,15.37,87,95,11.3,GL,1614476444
alice springs,-23.7,133.8833,91.4,12,0,5.75,AU,1614476272
olot,42.181,2.4901,43.0,94,14,1.99,ES,1614476621
tautira,-17.7333,-149.15,84.2,74,40,16.11,PF,1614476465
stephenville,32.2207,-98.2023,68.0,83,90,4.61,US,1614476622
kastamonu,41.5,33.6667,33.64,92,0,4.68,TR,1614476623
kismayo,-0.3582,42.5454,77.07,87,16,12.75,SO,1614476623
mogadishu,2.0371,45.3438,76.77,85,32,15.68,SO,1614476506
mackenzie,55.2999,-123.1698,24.8,86,90,10.36,CA,1614476263
bathsheba,13.2167,-59.5167,77.0,65,20,23.02,BB,1614476309
masingbi,8.7833,-11.95,77.47,82,85,1.19,SL,1614476623
shubarshi,48.5872,57.1869,34.38,97,100,14.9,KZ,1614476624
puerto quijarro,-17.7833,-57.7667,79.12,63,1,2.51,BO,1614476624
hailar,49.2,119.7,-2.85,73,0,15.61,CN,1614476624
roald,62.5833,6.1333,45.0,81,90,20.71,NO,1614476486
doha,25.2867,51.5333,62.6,51,0,5.75,QA,1614476279
ust-ishim,57.6935,71.1665,-17.93,87,100,8.12,RU,1614476625
koppies,-27.2418,27.5742,56.5,83,25,12.08,ZA,1614476625
baoding,38.8511,115.4903,41.56,87,100,4.29,CN,1614476625
katsuura,35.1333,140.3,44.6,49,20,4.61,JP,1614476207
leningradskiy,69.3833,178.4167,-11.58,95,100,7.23,RU,1614476285
matara,5.9485,80.5353,76.46,82,51,2.91,LK,1614476206
bubaque,11.2833,-15.8333,77.29,61,0,16.58,GW,1614476291
asuncion,-25.3007,-57.6359,84.2,61,0,4.61,PY,1614476585
tarauaca,-8.1614,-70.7656,73.8,95,100,1.43,BR,1614476626
portland,45.5234,-122.6762,50.0,46,75,8.05,US,1614476220
adana,36.985,35.2881,46.4,81,0,4.9,TR,1614476627
itarema,-2.9248,-39.9167,77.81,84,90,7.94,BR,1614476337
camapua,-19.5314,-54.0439,70.66,91,0,5.95,BR,1614476474
northam,51.0333,-4.2167,39.0,89,0,1.99,GB,1614476627
la romana,18.4273,-68.9728,75.2,88,20,5.75,DO,1614476627
maceio,-9.6658,-35.7353,75.2,94,40,3.44,BR,1614476385
sarakhs,36.5449,61.1577,32.0,43,0,4.61,IR,1614476628
iqaluit,63.7506,-68.5145,-25.6,68,75,4.97,CA,1614476224
salvador,13.8333,-88.9167,82.4,69,0,9.22,SV,1614476628
ajaccio,42.0,8.9167,44.6,93,0,6.91,FR,1614476629
san quintin,30.4833,-115.95,57.49,82,0,9.55,MX,1614476278
foam lake,51.65,-103.5343,-0.4,71,82,11.5,CA,1614476411
maniitsoq,65.4167,-52.9,13.41,95,100,17.05,GL,1614476469
provideniya,64.3833,-173.3,1.4,60,0,1.79,RU,1614476272
algiers,36.7525,3.042,44.6,93,40,1.14,DZ,1614476210
macamic,48.7502,-78.9996,19.4,79,90,14.97,CA,1614476630
klaksvik,62.2266,-6.589,46.4,93,75,17.27,FO,1614476254
santa maria,-29.6842,-53.8069,73.4,83,0,9.22,BR,1614476630
norman wells,65.282,-126.8329,-14.8,58,20,12.66,CA,1614476301
avera,33.194,-82.5271,66.2,82,1,2.82,US,1614476630
stykkisholmur,65.0757,-22.7297,35.73,85,80,34.69,IS,1614476631
cururupu,-1.8283,-44.8683,75.06,95,100,2.95,BR,1614476276
ponta delgada,37.7333,-25.6667,59.0,94,20,7.99,PT,1614476484
cidreira,-30.1811,-50.2056,74.68,76,4,19.3,BR,1614476234
nanortalik,60.1432,-45.2371,18.91,72,96,7.25,GL,1614476227
cienfuegos,22.1461,-80.4356,78.8,69,15,10.36,CU,1614476631
tessalit,20.1986,1.0114,57.25,27,0,2.89,ML,1614476632
skovorodino,53.9833,123.9167,-2.61,78,0,12.73,RU,1614476632
dwarka,22.2394,68.9678,73.8,87,0,8.16,IN,1614476632
moncao,42.0789,-8.4808,55.99,87,0,6.91,PT,1614476633
severo-yeniseyskiy,60.3725,93.0408,-18.42,87,100,8.1,RU,1614476480
yozgat,39.5833,35.3333,31.69,92,0,2.04,TR,1614476634
mecca,21.4267,39.8261,68.92,70,8,1.9,SA,1614476306
mana,5.6592,-53.7767,76.8,82,79,14.14,GF,1614476419
vostok,46.4856,135.8833,29.97,96,66,14.9,RU,1614476635
valverde del camino,37.5751,-6.7543,52.0,78,100,3.0,ES,1614476635
quelimane,-17.8786,36.8883,78.8,89,40,5.75,MZ,1614476635
naryan-mar,67.6713,53.087,1.78,93,96,9.08,RU,1614476636
ozinki,51.1786,49.6769,9.88,95,100,17.43,RU,1614476636
shimoda,34.6667,138.95,48.2,57,20,10.36,JP,1614476211
semnan,35.5729,53.3971,36.82,70,0,2.44,IR,1614476637
kovur,14.4833,79.9833,73.78,66,0,6.58,IN,1614476637
homer,59.6425,-151.5483,35.6,100,90,4.61,US,1614476444
bereda,43.2686,-7.5406,43.0,99,44,5.99,ES,1614476638
poso,-1.3959,120.7524,79.29,77,100,1.81,ID,1614476638
praxedis guerrero,31.3667,-106.0167,68.0,5,90,13.8,MX,1614476638
te karaka,-38.4654,177.8679,74.66,49,43,6.51,NZ,1614476638
price,39.5994,-110.8107,24.8,39,1,12.66,US,1614476638
irbit,57.6705,63.071,-0.65,95,100,9.46,RU,1614476566
chifeng,42.2683,118.9636,24.39,96,100,15.75,CN,1614476639
verkhoyansk,67.5447,133.385,-26.32,91,64,1.86,RU,1614476639
kununurra,-15.7667,128.7333,93.2,32,21,2.89,AU,1614476639
barra do garcas,-15.89,-52.2567,70.83,95,9,2.39,BR,1614476231
pevek,69.7008,170.3133,-22.77,93,0,2.71,RU,1614476201
pokaran,26.9167,71.9167,62.04,16,0,2.51,IN,1614476640
antalya,36.7741,30.7178,53.01,76,0,8.05,TR,1614476607
melton mowbray,52.7659,-0.8869,35.01,45,0,1.01,GB,1614476641
humaita,-7.5061,-63.0208,77.07,88,100,1.05,BR,1614476508
povenets,62.8487,34.8262,20.46,94,97,5.01,RU,1614476462
pochutla,15.7432,-96.4661,78.01,86,0,1.99,MX,1614476250
weimar,50.9833,11.3167,35.01,86,0,1.72,DE,1614476641
san patricio,28.017,-97.5169,75.2,94,90,23.02,US,1614476223
necochea,-38.5473,-58.7368,71.01,83,0,11.99,AR,1614476227
ambilobe,-13.2,49.05,73.6,92,88,2.01,MG,1614476454
kahului,20.8947,-156.47,77.0,61,75,20.71,US,1614476642
mitsamiouli,-11.3847,43.2844,81.18,73,100,6.26,KM,1614476642
nikolayevsk-na-amure,53.1406,140.73,15.8,93,100,9.93,RU,1614476643
road town,18.4167,-64.6167,78.8,73,20,14.97,VG,1614476643
morondava,-20.2833,44.2833,77.45,86,99,7.0,MG,1614476414
nago,26.5881,127.9761,73.4,78,90,6.91,JP,1614476644
belyy yar,53.6039,91.3903,-9.4,70,100,2.39,RU,1614476391
khuzdar,27.7384,66.6434,43.56,51,0,7.25,PK,1614476644
cabo san lucas,22.8909,-109.9124,68.0,73,90,8.05,MX,1614476165
anadyr,64.75,177.4833,-23.8,69,0,11.18,RU,1614476265
ambam,2.3833,11.2833,68.38,98,28,2.35,CM,1614476645
teterow,53.7833,12.5667,37.4,93,75,9.22,DE,1614476645
sohag,26.557,31.6948,57.2,54,0,5.75,EG,1614476645
laguna,38.421,-121.4238,62.6,22,1,16.11,US,1614476646
nuevitas,21.5453,-77.2644,77.0,78,40,16.11,CU,1614476646
vieste,41.8825,16.175,50.0,93,0,11.5,IT,1614476646
karratha,-20.7377,116.8463,87.01,47,0,17.49,AU,1614476301
padang,-0.9492,100.3543,80.6,74,20,1.14,ID,1614476299
hirara,24.8,125.2833,71.6,73,75,10.36,JP,1614476439
ahuimanu,21.4447,-157.8378,78.01,94,90,18.41,US,1614476317
bay roberts,47.5999,-53.2648,21.0,80,0,11.07,CA,1614476648
taltal,-25.4,-70.4833,65.86,80,34,2.13,CL,1614476648
araouane,18.9048,-3.5265,61.61,27,0,4.07,ML,1614476319
nuuk,64.1835,-51.7216,17.6,67,90,10.36,GL,1614476332
broken hill,-31.95,141.4333,89.6,17,0,5.75,AU,1614476302
faya,18.3851,42.4509,55.4,58,0,5.75,SA,1614476231
impfondo,1.6381,18.0667,71.78,79,0,0.4,CG,1614476649
inhambane,-23.865,35.3833,72.01,80,90,10.18,MZ,1614476272
galeana,24.8333,-100.0667,64.99,17,85,4.0,MX,1614476650
alofi,-19.0595,-169.9187,82.4,83,100,11.5,NU,1614476252
carora,10.1755,-70.0827,72.0,70,4,12.15,VE,1614476650
sept-iles,50.2001,-66.3821,27.0,93,90,9.22,CA,1614476403
maragogi,-9.0122,-35.2225,78.31,79,12,5.41,BR,1614476244
constitucion,-35.3333,-72.4167,60.17,73,0,12.24,CL,1614476297
mulatupo,8.9492,-77.7652,78.6,84,99,9.98,PA,1614476651
flin flon,54.7682,-101.865,-4.41,91,100,6.89,CA,1614476651
celestun,20.8667,-90.4,82.38,52,6,13.98,MX,1614476652
floro,61.5996,5.0328,42.8,100,90,13.8,NO,1614476652
yarim,14.298,44.3779,53.29,80,0,1.21,YE,1614476652
tateyama,34.9833,139.8667,48.2,57,20,10.36,JP,1614476236
sao sebastiao,-23.76,-45.4097,74.66,85,37,4.52,BR,1614476652
vasudevanallur,9.2333,77.4167,75.99,55,0,2.04,IN,1614476409
le vauclin,14.5452,-60.8388,77.0,73,40,11.5,MQ,1614476653
awjilah,29.1081,21.2869,55.11,62,0,7.94,LY,1614476332
sri aman,1.2376,111.4621,78.8,89,20,1.14,MY,1614476264
vanavara,60.34,102.2797,-16.53,87,100,6.91,RU,1614476654
carnarvon,-24.8667,113.6333,77.0,78,40,14.97,AU,1614476198
gashua,12.871,11.0482,71.1,14,0,10.71,NG,1614476654
coxim,-18.5067,-54.76,75.16,84,0,7.25,BR,1614476654
yakeshi,49.2833,120.7333,-2.61,87,0,11.99,CN,1614476654
sarahan,31.5167,77.8,38.53,65,1,7.63,IN,1614476654
ambon,-3.6954,128.1814,78.8,83,40,3.44,ID,1614476654
khandyga,62.6667,135.6,-5.57,84,100,2.04,RU,1614476285
vardo,70.3705,31.1107,30.07,86,100,13.15,NO,1614476251
sisimiut,66.9395,-53.6735,13.41,94,100,15.01,GL,1614476323
inta,66.0317,60.1659,-8.48,70,100,4.47,RU,1614476655
maarianhamina,60.0973,19.9348,41.0,65,0,6.91,AX,1614476655
geraldton,-28.7667,114.6,86.0,30,0,18.41,AU,1614476243
ambulu,-8.345,113.6058,83.44,68,22,0.87,ID,1614476273
shchors,51.8186,31.945,32.99,97,100,10.45,UA,1614476516
bandar,2.05,99.75,80.87,78,11,0.65,ID,1614476656
bogotol,56.2078,89.5342,-9.6,89,100,8.77,RU,1614476656
bara,10.3744,10.7288,71.73,21,0,7.96,NG,1614476468
namibe,-15.1961,12.1522,68.23,80,0,1.01,AO,1614476184
kulhudhuffushi,6.6221,73.07,82.33,69,87,4.25,MV,1614476292
kolokani,13.5728,-8.0339,70.36,20,0,8.55,ML,1614476657
arkhangelskaya,45.6796,40.2754,38.57,96,100,7.09,RU,1614476657
shahrud,36.4182,54.9763,33.57,78,0,4.45,IR,1614476657
vikhorevka,56.1201,101.1636,-13.0,84,20,6.71,RU,1614476658
bogorodsk,56.1033,43.5158,3.2,85,40,5.26,RU,1614476658
oussouye,12.485,-16.5469,73.4,60,0,4.61,SN,1614476658
tolentino,43.2126,13.2901,46.0,83,0,2.28,IT,1614476658
jinchang,38.4953,102.1739,26.71,71,100,2.26,CN,1614476428
ojinaga,29.5667,-104.4167,73.4,18,1,4.61,MX,1614476659
tamworth,52.634,-1.6959,35.01,90,0,1.01,GB,1614476659
ongandjera,-17.8833,15.0667,75.15,56,69,4.83,NA,1614476489
caravelas,-17.7125,-39.2481,74.7,90,100,4.16,BR,1614476235
cochabamba,-17.3895,-66.1568,60.8,77,40,5.75,BO,1614476523
smirnykh,49.75,142.8333,28.13,94,100,3.18,RU,1614476660
vestmannaeyjar,63.4427,-20.2734,41.76,70,100,33.24,IS,1614476308
thinadhoo,0.5333,72.9333,82.09,61,100,4.72,MV,1614476486
pokhara,28.2333,83.9833,66.88,34,53,3.31,NP,1614476660
nueve de julio,-35.4444,-60.8831,75.0,68,90,7.0,AR,1614476660
beloha,-25.1667,45.05,73.4,95,91,5.12,MG,1614476477
hamilton,39.1834,-84.5333,53.6,71,1,5.75,US,1614476366
sai buri,6.7013,101.6168,78.8,78,20,6.91,TH,1614476661
dzaoudzi,-12.7887,45.2699,78.8,83,0,5.75,YT,1614476661
blagoyevo,63.3667,47.9167,0.34,93,87,4.5,RU,1614476661
lagoa,39.05,-27.9833,58.89,85,100,15.93,PT,1614476326
tigre,-34.426,-58.5796,80.6,69,0,14.97,AR,1614476662
dudinka,69.4058,86.1778,-34.74,81,0,6.29,RU,1614476248
paita,-5.0892,-81.1144,74.48,75,0,6.82,PE,1614476428
saint-ambroise,48.5501,-71.3324,28.99,100,100,6.91,CA,1614476662
ankang,32.68,109.0172,48.0,19,100,8.99,CN,1614476662
winnemucca,40.973,-117.7357,35.6,35,1,12.66,US,1614476303
sombrerete,23.6333,-103.65,58.17,34,100,11.45,MX,1614476663
tarko-sale,64.9225,77.785,-28.03,85,16,5.59,RU,1614476663
malakal,9.5334,31.6605,74.1,18,18,4.43,SS,1614476415
talnakh,69.4865,88.3972,-32.39,79,7,5.32,RU,1614476349
sosua,19.7667,-70.5167,73.4,94,40,15.21,DO,1614476664
babstovo,48.1167,132.4833,15.26,68,100,11.59,RU,1614476664
mantua,45.1667,10.7833,48.0,68,39,5.01,IT,1614476664
cayenne,4.9333,-52.3333,78.8,83,90,10.36,GF,1614476273
namatanai,-3.6667,152.4333,82.69,75,100,4.16,PG,1614476664
coihaique,-45.5752,-72.0662,51.53,83,2,7.02,CL,1614476664
ohrid,41.1172,20.8019,42.19,84,0,6.89,MK,1614476665
tianpeng,30.9866,103.9393,51.01,1,100,2.17,CN,1614476665
angoram,-4.0625,144.0661,89.6,57,21,5.61,PG,1614476665
aliwal north,-30.6937,26.7114,59.14,85,7,3.0,ZA,1614476665
fereydunshahr,32.941,50.121,21.22,81,0,2.62,IR,1614476666
sungaipenuh,-2.0833,101.3833,76.87,64,9,1.23,ID,1614476484
najran,17.4924,44.1277,57.2,38,0,1.1,SA,1614476515
pemba,-12.974,40.5178,75.36,84,100,8.43,MZ,1614476667
ilebo,-4.3167,20.5833,70.29,95,40,0.81,CD,1614476667
beisfjord,68.3751,17.5988,41.0,87,100,16.11,NO,1614476667
novouzensk,50.4592,48.1431,9.63,85,81,18.14,RU,1614476667
ayame,5.6083,-3.1563,74.71,96,100,3.53,CI,1614476668
youghal,51.95,-7.8506,39.2,93,20,3.44,IE,1614476668
atambua,-9.1061,124.8925,81.46,70,34,0.16,ID,1614476668
evensk,61.95,159.2333,1.49,80,48,13.91,RU,1614476296
nautla,20.2167,-96.7833,73.47,90,0,11.63,MX,1614476668
dimitrovgrad,54.2139,49.6184,1.4,78,99,15.66,RU,1614476669
takab,36.4009,47.1133,29.64,62,0,1.66,IR,1614476669
elizabeth city,36.2946,-76.2511,57.99,88,1,4.61,US,1614476650
akureyri,65.6835,-18.0878,44.6,53,75,12.66,IS,1614476669
zhumadian,32.9794,114.0294,45.61,95,100,1.81,CN,1614476669
saint anthony,45.0205,-93.218,42.8,60,90,3.44,US,1614476330
zelenoborsk,61.4669,64.0333,-18.85,97,0,5.48,RU,1614476670
norsup,-16.0667,167.3833,85.37,66,100,11.72,VU,1614476670
viedma,-40.8135,-62.9967,76.69,47,32,20.56,AR,1614476670
topeka,39.0483,-95.678,57.99,47,75,14.97,US,1614476373
nouakchott,18.0858,-15.9785,62.6,77,0,10.36,MR,1614476670
ucluelet,48.9329,-125.5528,44.01,93,90,3.44,CA,1614476415
puerto madero,14.7208,-92.4215,82.4,69,75,5.75,MX,1614476671
belmonte,-15.8631,-38.8828,78.8,73,20,6.91,BR,1614476449
aasiaat,68.7098,-52.8699,6.01,93,99,8.12,GL,1614476671
amberley,39.2048,-84.428,53.01,76,1,4.61,US,1614476671
manor,19.75,72.9167,72.48,53,0,2.91,IN,1614476671
presidente prudente,-22.1256,-51.3889,75.2,69,0,11.5,BR,1614476672
santa maria del oro,25.9333,-105.3667,61.95,27,100,10.58,MX,1614476305
grand forks,47.9417,-97.4337,5.0,78,90,11.5,US,1614476672
eckernforde,54.4667,9.8333,39.0,98,0,3.0,DE,1614476672
zaysan,47.4667,84.8667,2.05,88,98,2.01,KZ,1614476673
anloga,5.7947,0.8973,82.4,78,20,4.61,GH,1614476673
sao mateus,-18.7161,-39.8589,72.59,93,100,2.75,BR,1614476673
luganville,-15.5333,167.1667,85.84,66,97,9.66,VU,1614476258
carutapera,-1.195,-46.02,76.41,92,100,5.97,BR,1614476673
srednekolymsk,67.45,153.6833,-21.35,84,2,3.4,RU,1614476267
abu dhabi,24.4667,54.3667,68.0,64,20,8.05,AE,1614476440
loandjili,-4.7561,11.8578,80.6,89,75,4.61,CG,1614476674
lazaro cardenas,17.9583,-102.2,73.87,82,0,3.2,MX,1614476674
espinosa,-14.9261,-42.8192,68.74,80,100,4.72,BR,1614476674
jacareacanga,-6.2222,-57.7528,74.03,93,99,1.43,BR,1614476675
ladson,32.9857,-80.1098,69.01,94,75,10.36,US,1614476499
havelock,34.8791,-76.9013,60.8,88,40,3.44,US,1614476293
kalianget,-7.05,113.9333,82.24,73,78,6.82,ID,1614476675
rumphi,-11.0186,33.8575,64.31,91,99,2.17,MW,1614476676
igarka,67.4667,86.5833,-34.53,97,0,4.05,RU,1614476280
baragua,21.6967,-78.6328,75.74,74,5,13.82,CU,1614476676
neijiang,29.5835,105.0622,50.4,65,99,4.12,CN,1614476676
brandenburg,52.4167,12.55,36.0,88,0,1.01,DE,1614476676
benguela,-12.5763,13.4055,71.2,83,4,1.16,AO,1614476677
vila,42.0304,-8.1588,46.99,88,65,5.01,PT,1614476677
college,64.8569,-147.8028,16.0,79,90,3.44,US,1614476311
rabak,13.1809,32.74,68.94,14,1,11.12,SD,1614476677
komsomolskiy,40.4272,71.7189,21.2,79,0,2.3,UZ,1614476678
las vegas,36.175,-115.1372,57.2,10,1,12.66,US,1614476293
kiama,-34.6833,150.8667,82.0,69,9,1.99,AU,1614476511
tabuk,17.4189,121.4443,78.62,77,73,3.38,PH,1614476678
teya,60.3778,92.6267,-14.96,84,100,7.02,RU,1614476413
magnor,59.9511,12.1996,41.0,100,52,1.99,SE,1614476679
dicamay,16.7561,122.0037,81.18,71,34,3.56,PH,1614476679
bang rakam,16.7585,100.1174,88.0,68,1,2.3,TH,1614476679
niquero,20.0431,-77.5828,77.14,78,4,7.27,CU,1614476680
semirom,31.4167,51.5667,25.36,69,0,0.43,IR,1614476680
praia da vitoria,38.7333,-27.0667,59.0,88,20,14.83,PT,1614476680
dingle,10.9995,122.6711,85.06,72,2,10.58,PH,1614476267
cedar city,37.6775,-113.0619,28.4,50,90,13.8,US,1614476630
rio claro,-22.4114,-47.5614,69.8,100,75,5.75,BR,1614476553
aniva,46.7144,142.5294,32.0,74,75,6.71,RU,1614476680
kamaishi,39.2667,141.8833,32.0,64,0,3.44,JP,1614476204
diamantino,-14.4086,-56.4461,73.51,94,96,3.65,BR,1614476681
manzhouli,49.6,117.4333,-4.68,83,0,13.73,CN,1614476681
bandarbeyla,9.4942,50.8122,75.72,76,43,14.2,SO,1614476429
acapulco,16.8634,-99.8901,78.8,78,1,5.75,MX,1614476385
ahipara,-35.1667,173.1667,72.99,62,68,6.64,NZ,1614476284
strezhevoy,60.7333,77.5889,-18.4,76,0,2.24,RU,1614476644
